dates,cases
18-06-15,"['asthma', 'Bronchitis', 'COPD', 'asthma', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'Pneumonia', 'Bronchitis', 'heart problem', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'fever', 'nausea', 'asthma', 'heart problem', 'heart problem']"
22-06-15,"['Bronchitis', 'COPD', 'heart problem', 'asthma', 'COPD', 'heart problem', 'nausea', 'nausea', 'nausea', 'heart problem', 'heart problem', 'Pneumonia', 'COPD', 'COPD', 'heart problem', 'asthma', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'asthma']"
25-06-15,"['Pneumonia', 'fever', 'COPD', 'fever', 'asthma', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'fever', 'COPD', 'nausea', 'heart problem', 'Pneumonia', 'fever', 'COPD', 'fever', 'Pneumonia']"
29-06-15,"['fever', 'Pneumonia', 'fever', 'nausea', 'heart problem', 'fever', 'Pneumonia', 'Pneumonia', 'fever', 'nausea', 'COPD', 'COPD', 'Bronchitis', 'nausea', 'Pneumonia', 'COPD', 'nausea', 'Pneumonia', 'fever', 'Bronchitis']"
02-07-15,"['COPD', 'Bronchitis', 'heart problem', 'asthma', 'nausea', 'heart problem', 'Pneumonia', 'COPD', 'Bronchitis', 'nausea', 'heart problem', 'COPD', 'Bronchitis', 'fever', 'nausea', 'fever', 'COPD', 'asthma', 'Pneumonia', 'COPD']"
06-07-15,"['heart problem', 'asthma', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'heart problem', 'Bronchitis', 'fever', 'Bronchitis', 'Pneumonia', 'nausea', 'nausea', 'COPD', 'COPD', 'asthma', 'fever', 'asthma', 'COPD', 'nausea']"
09-07-15,"['asthma', 'Pneumonia', 'heart problem', 'Pneumonia', 'Bronchitis', 'fever', 'heart problem', 'Bronchitis', 'nausea', 'asthma', 'Pneumonia', 'asthma', 'fever', 'heart problem', 'Pneumonia', 'nausea', 'COPD', 'asthma', 'heart problem', 'heart problem']"
13-07-15,"['COPD', 'nausea', 'heart problem', 'Bronchitis', 'fever', 'fever', 'COPD', 'COPD', 'nausea', 'heart problem', 'asthma', 'asthma', 'COPD', 'asthma', 'heart problem', 'fever', 'asthma', 'Bronchitis', 'nausea', 'Pneumonia']"
16-07-15,"['Bronchitis', 'fever', 'fever', 'Pneumonia', 'nausea', 'Pneumonia', 'heart problem', 'fever', 'Bronchitis', 'nausea', 'COPD', 'COPD', 'asthma', 'nausea', 'heart problem', 'asthma', 'Pneumonia', 'Bronchitis', 'COPD', 'Pneumonia']"
20-07-15,"['heart problem', 'heart problem', 'fever', 'COPD', 'Bronchitis', 'Pneumonia', 'fever', 'heart problem', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'heart problem', 'heart problem', 'nausea', 'Bronchitis', 'COPD', 'fever', 'nausea', 'Pneumonia', 'nausea']"
23-07-15,"['fever', 'heart problem', 'heart problem', 'nausea', 'nausea', 'asthma', 'COPD', 'asthma', 'asthma', 'asthma', 'heart problem', 'fever', 'heart problem', 'COPD', 'Pneumonia', 'asthma', 'heart problem', 'Bronchitis', 'COPD', 'nausea']"
27-07-15,"['heart problem', 'nausea', 'Pneumonia', 'nausea', 'COPD', 'fever', 'nausea', 'heart problem', 'COPD', 'heart problem', 'asthma', 'heart problem', 'COPD', 'asthma', 'Bronchitis', 'nausea', 'Pneumonia', 'heart problem', 'asthma', 'heart problem']"
30-07-15,"['heart problem', 'COPD', 'nausea', 'Bronchitis', 'heart problem', 'Bronchitis', 'COPD', 'asthma', 'heart problem', 'Bronchitis', 'heart problem', 'nausea', 'fever', 'fever', 'Bronchitis', 'asthma', 'fever', 'COPD', 'heart problem', 'fever']"
03-08-15,"['heart problem', 'COPD', 'Pneumonia', 'nausea', 'fever', 'asthma', 'heart problem', 'Pneumonia', 'COPD', 'Pneumonia', 'Bronchitis', 'fever', 'Bronchitis', 'fever', 'COPD', 'nausea', 'asthma', 'fever', 'Bronchitis', 'heart problem']"
06-08-15,"['fever', 'Bronchitis', 'nausea', 'Bronchitis', 'nausea', 'COPD', 'Pneumonia', 'COPD', 'asthma', 'COPD', 'fever', 'nausea', 'COPD', 'asthma', 'nausea', 'Bronchitis', 'heart problem', 'Pneumonia', 'COPD', 'nausea']"
10-08-15,"['asthma', 'Pneumonia', 'asthma', 'asthma', 'COPD', 'COPD', 'Bronchitis', 'nausea', 'fever', 'nausea', 'Bronchitis', 'fever', 'Pneumonia', 'heart problem', 'Bronchitis', 'COPD', 'heart problem', 'Pneumonia', 'COPD', 'heart problem']"
13-08-15,"['fever', 'Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'fever', 'Bronchitis', 'Pneumonia', 'nausea', 'heart problem', 'nausea', 'Pneumonia', 'fever', 'Pneumonia', 'COPD', 'COPD', 'nausea', 'nausea', 'COPD', 'fever']"
17-08-15,"['fever', 'nausea', 'COPD', 'nausea', 'nausea', 'COPD', 'Bronchitis', 'COPD', 'COPD', 'COPD', 'nausea', 'Pneumonia', 'COPD', 'heart problem', 'heart problem', 'heart problem', 'nausea', 'COPD', 'Pneumonia', 'fever']"
20-08-15,"['asthma', 'Pneumonia', 'COPD', 'Bronchitis', 'Pneumonia', 'heart problem', 'asthma', 'Pneumonia', 'heart problem', 'asthma', 'asthma', 'asthma', 'COPD', 'COPD', 'nausea', 'heart problem', 'asthma', 'Bronchitis', 'Bronchitis', 'asthma']"
24-08-15,"['asthma', 'nausea', 'nausea', 'heart problem', 'heart problem', 'fever', 'COPD', 'COPD', 'asthma', 'asthma', 'nausea', 'nausea', 'Pneumonia', 'nausea', 'nausea', 'COPD', 'nausea', 'fever', 'COPD', 'nausea']"
27-08-15,"['Pneumonia', 'Pneumonia', 'fever', 'heart problem', 'asthma', 'asthma', 'Bronchitis', 'fever', 'Pneumonia', 'heart problem', 'Pneumonia', 'Pneumonia', 'COPD', 'COPD', 'Bronchitis', 'heart problem', 'nausea', 'fever', 'fever', 'Pneumonia']"
31-08-15,"['nausea', 'heart problem', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'COPD', 'asthma', 'COPD', 'Pneumonia', 'heart problem', 'COPD', 'COPD', 'heart problem', 'nausea', 'heart problem', 'asthma', 'fever']"
03-09-15,"['asthma', 'Pneumonia', 'asthma', 'COPD', 'heart problem', 'heart problem', 'asthma', 'COPD', 'Bronchitis', 'COPD', 'Pneumonia', 'COPD', 'nausea', 'COPD', 'Bronchitis', 'fever', 'nausea', 'Bronchitis', 'fever', 'Bronchitis']"
07-09-15,"['nausea', 'asthma', 'Bronchitis', 'asthma', 'nausea', 'heart problem', 'asthma', 'Pneumonia', 'heart problem', 'Pneumonia', 'COPD', 'nausea', 'COPD', 'COPD', 'heart problem', 'Pneumonia', 'asthma', 'nausea', 'heart problem', 'COPD']"
10-09-15,"['fever', 'asthma', 'nausea', 'asthma', 'fever', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'Pneumonia', 'Pneumonia', 'nausea', 'asthma', 'Bronchitis', 'asthma', 'heart problem', 'nausea', 'Pneumonia', 'heart problem', 'Bronchitis']"
14-09-15,"['COPD', 'asthma', 'nausea', 'Bronchitis', 'Bronchitis', 'COPD', 'COPD', 'heart problem', 'COPD', 'Pneumonia', 'asthma', 'Pneumonia', 'Bronchitis', 'fever', 'COPD', 'Bronchitis', 'fever', 'fever', 'nausea', 'COPD']"
19-09-15,"['fever', 'COPD', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'heart problem', 'fever', 'asthma', 'Pneumonia', 'nausea', 'asthma', 'asthma', 'COPD', 'fever', 'Bronchitis', 'Pneumonia', 'COPD', 'Pneumonia', 'fever', 'asthma']"
21-09-15,"['fever', 'Pneumonia', 'fever', 'Bronchitis', 'Bronchitis', 'heart problem', 'Pneumonia', 'heart problem', 'asthma', 'asthma', 'fever', 'heart problem', 'COPD', 'COPD', 'fever', 'fever', 'nausea', 'nausea', 'heart problem', 'heart problem']"
24-09-15,"['nausea', 'nausea', 'COPD', 'fever', 'nausea', 'asthma', 'Bronchitis', 'nausea', 'nausea', 'Bronchitis', 'COPD', 'heart problem', 'heart problem', 'asthma', 'COPD', 'fever', 'Bronchitis', 'Bronchitis', 'nausea', 'heart problem']"
28-09-15,"['asthma', 'fever', 'fever', 'fever', 'asthma', 'Pneumonia', 'Bronchitis', 'COPD', 'COPD', 'Bronchitis', 'asthma', 'nausea', 'Bronchitis', 'nausea', 'fever', 'COPD', 'heart problem', 'heart problem', 'heart problem', 'nausea']"
01-10-15,"['Pneumonia', 'heart problem', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'heart problem', 'nausea', 'COPD', 'heart problem', 'heart problem', 'Bronchitis', 'nausea', 'heart problem', 'heart problem', 'COPD', 'fever', 'heart problem', 'Bronchitis', 'nausea', 'fever']"
05-10-15,"['nausea', 'nausea', 'Bronchitis', 'Pneumonia', 'COPD', 'fever', 'nausea', 'COPD', 'nausea', 'heart problem', 'Bronchitis', 'nausea', 'asthma', 'Pneumonia', 'fever', 'nausea', 'asthma', 'asthma', 'heart problem', 'COPD']"
08-10-15,"['COPD', 'nausea', 'nausea', 'nausea', 'heart problem', 'nausea', 'COPD', 'Pneumonia', 'Bronchitis', 'nausea', 'Pneumonia', 'Pneumonia', 'COPD', 'nausea', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'Bronchitis', 'asthma']"
13-10-15,"['Bronchitis', 'fever', 'Bronchitis', 'nausea', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'fever', 'heart problem', 'COPD', 'Pneumonia', 'heart problem', 'asthma', 'fever', 'fever', 'fever', 'Pneumonia', 'asthma', 'asthma']"
16-10-15,"['Pneumonia', 'Pneumonia', 'nausea', 'heart problem', 'heart problem', 'Bronchitis', 'COPD', 'asthma', 'asthma', 'nausea', 'fever', 'fever', 'COPD', 'Pneumonia', 'Bronchitis', 'COPD', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'Pneumonia']"
19-10-15,"['Bronchitis', 'fever', 'Bronchitis', 'Bronchitis', 'asthma', 'Pneumonia', 'Pneumonia', 'COPD', 'COPD', 'asthma', 'COPD', 'fever', 'asthma', 'nausea', 'heart problem', 'nausea', 'COPD', 'Pneumonia', 'Bronchitis', 'Bronchitis']"
21-10-15,"['nausea', 'fever', 'nausea', 'fever', 'heart problem', 'Bronchitis', 'heart problem', 'asthma', 'fever', 'Bronchitis', 'fever', 'Bronchitis', 'heart problem', 'fever', 'Pneumonia', 'nausea', 'heart problem', 'Pneumonia', 'asthma', 'nausea']"
28-10-15,"['nausea', 'Pneumonia', 'COPD', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'nausea', 'Bronchitis', 'nausea', 'Bronchitis', 'heart problem', 'nausea', 'COPD', 'nausea', 'fever', 'nausea', 'heart problem', 'nausea', 'Pneumonia']"
30-10-15,"['COPD', 'nausea', 'fever', 'nausea', 'nausea', 'heart problem', 'heart problem', 'nausea', 'fever', 'asthma', 'Pneumonia', 'fever', 'Bronchitis', 'fever', 'COPD', 'asthma', 'asthma', 'Bronchitis', 'Pneumonia', 'Pneumonia']"
02-11-15,"['nausea', 'heart problem', 'fever', 'asthma', 'Bronchitis', 'Bronchitis', 'nausea', 'asthma', 'Bronchitis', 'asthma', 'COPD', 'heart problem', 'asthma', 'Bronchitis', 'Pneumonia', 'COPD', 'Bronchitis', 'asthma', 'asthma', 'Pneumonia']"
05-11-15,"['nausea', 'nausea', 'nausea', 'nausea', 'Bronchitis', 'heart problem', 'heart problem', 'COPD', 'COPD', 'Pneumonia', 'asthma', 'COPD', 'asthma', 'heart problem', 'Bronchitis', 'Pneumonia', 'heart problem', 'COPD', 'asthma', 'heart problem']"
09-11-15,"['heart problem', 'Pneumonia', 'Pneumonia', 'nausea', 'fever', 'asthma', 'COPD', 'nausea', 'Bronchitis', 'COPD', 'Pneumonia', 'Bronchitis', 'COPD', 'fever', 'fever', 'Pneumonia', 'asthma', 'Bronchitis', 'nausea', 'asthma']"
11-11-15,"['fever', 'heart problem', 'fever', 'Pneumonia', 'fever', 'fever', 'fever', 'Bronchitis', 'Bronchitis', 'nausea', 'COPD', 'COPD', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'nausea', 'fever', 'COPD', 'COPD']"
16-11-15,"['fever', 'fever', 'asthma', 'Pneumonia', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'COPD', 'Bronchitis', 'nausea', 'COPD', 'nausea', 'Bronchitis', 'Bronchitis', 'nausea', 'Bronchitis', 'nausea', 'Bronchitis', 'COPD']"
19-11-15,"['nausea', 'nausea', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'COPD', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'fever', 'Bronchitis', 'nausea', 'Bronchitis', 'Bronchitis', 'asthma', 'asthma', 'asthma']"
23-11-15,"['Bronchitis', 'fever', 'heart problem', 'COPD', 'fever', 'fever', 'asthma', 'heart problem', 'nausea', 'Bronchitis', 'Bronchitis', 'asthma', 'nausea', 'asthma', 'Pneumonia', 'fever', 'nausea', 'Bronchitis', 'Pneumonia', 'Bronchitis']"
26-11-15,"['Bronchitis', 'Pneumonia', 'Pneumonia', 'COPD', 'COPD', 'Pneumonia', 'COPD', 'nausea', 'fever', 'Bronchitis', 'Pneumonia', 'nausea', 'asthma', 'heart problem', 'Bronchitis', 'asthma', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Bronchitis']"
29-11-15,"['COPD', 'Bronchitis', 'Bronchitis', 'asthma', 'asthma', 'asthma', 'fever', 'asthma', 'nausea', 'asthma', 'heart problem', 'nausea', 'Bronchitis', 'Pneumonia', 'nausea', 'fever', 'Bronchitis', 'heart problem', 'COPD', 'Bronchitis']"
03-12-15,"['Bronchitis', 'asthma', 'fever', 'Pneumonia', 'Pneumonia', 'heart problem', 'Bronchitis', 'COPD', 'fever', 'Bronchitis', 'Pneumonia', 'heart problem', 'asthma', 'Pneumonia', 'COPD', 'Pneumonia', 'Pneumonia', 'fever', 'nausea', 'Bronchitis']"
07-12-15,"['Bronchitis', 'Pneumonia', 'asthma', 'Bronchitis', 'Bronchitis', 'Pneumonia', 'nausea', 'nausea', 'nausea', 'COPD', 'Pneumonia', 'fever', 'COPD', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'fever', 'heart problem', 'asthma']"
10-12-15,"['asthma', 'fever', 'nausea', 'fever', 'COPD', 'heart problem', 'nausea', 'nausea', 'nausea', 'Pneumonia', 'nausea', 'heart problem', 'heart problem', 'nausea', 'COPD', 'Bronchitis', 'fever', 'asthma', 'Bronchitis', 'asthma']"
14-12-15,"['COPD', 'COPD', 'nausea', 'heart problem', 'COPD', 'nausea', 'fever', 'Bronchitis', 'fever', 'asthma', 'Pneumonia', 'heart problem', 'heart problem', 'COPD', 'asthma', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'nausea', 'Bronchitis']"
19-12-15,"['Pneumonia', 'nausea', 'heart problem', 'nausea', 'Bronchitis', 'heart problem', 'COPD', 'asthma', 'Pneumonia', 'Bronchitis', 'asthma', 'heart problem', 'fever', 'fever', 'fever', 'Bronchitis', 'fever', 'Pneumonia', 'Bronchitis', 'Bronchitis']"
21-12-15,"['heart problem', 'Pneumonia', 'asthma', 'Bronchitis', 'Bronchitis', 'nausea', 'asthma', 'COPD', 'Bronchitis', 'asthma', 'COPD', 'heart problem', 'heart problem', 'nausea', 'heart problem', 'Pneumonia', 'asthma', 'fever', 'fever', 'heart problem']"
24-12-15,"['heart problem', 'fever', 'Bronchitis', 'nausea', 'asthma', 'Pneumonia', 'asthma', 'Bronchitis', 'nausea', 'fever', 'heart problem', 'heart problem', 'Pneumonia', 'Bronchitis', 'nausea', 'fever', 'fever', 'heart problem', 'nausea', 'COPD']"
28-12-15,"['Bronchitis', 'Bronchitis', 'nausea', 'Bronchitis', 'COPD', 'fever', 'asthma', 'COPD', 'asthma', 'heart problem', 'nausea', 'asthma', 'fever', 'nausea', 'fever', 'COPD', 'Pneumonia', 'COPD', 'fever', 'fever']"
31-12-15,"['heart problem', 'heart problem', 'heart problem', 'COPD', 'Pneumonia', 'COPD', 'Pneumonia', 'COPD', 'fever', 'Pneumonia', 'Pneumonia', 'nausea', 'fever', 'fever', 'COPD', 'Bronchitis', 'asthma', 'asthma', 'Bronchitis', 'Bronchitis']"
10-02-15,"['asthma', 'nausea', 'fever', 'heart problem', 'asthma', 'Bronchitis', 'Pneumonia', 'COPD', 'asthma', 'COPD', 'Pneumonia', 'heart problem', 'asthma', 'nausea', 'fever', 'heart problem', 'Pneumonia', 'COPD', 'COPD', 'nausea']"
12-02-15,"['fever', 'heart problem', 'Bronchitis', 'nausea', 'heart problem', 'nausea', 'nausea', 'Bronchitis', 'Pneumonia', 'asthma', 'Bronchitis', 'asthma', 'Bronchitis', 'Bronchitis', 'heart problem', 'nausea', 'nausea', 'COPD', 'nausea', 'asthma']"
23-02-15,"['heart problem', 'heart problem', 'fever', 'heart problem', 'Pneumonia', 'asthma', 'asthma', 'Bronchitis', 'asthma', 'Bronchitis', 'nausea', 'COPD', 'Pneumonia', 'COPD', 'Pneumonia', 'asthma', 'nausea', 'fever', 'Pneumonia', 'Pneumonia']"
25-02-15,"['asthma', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'nausea', 'Pneumonia', 'COPD', 'asthma', 'Pneumonia', 'heart problem', 'fever', 'COPD', 'nausea', 'Bronchitis', 'heart problem', 'Bronchitis', 'Pneumonia', 'fever', 'nausea', 'heart problem']"
03-03-15,"['Bronchitis', 'nausea', 'nausea', 'Pneumonia', 'COPD', 'Pneumonia', 'heart problem', 'fever', 'nausea', 'Pneumonia', 'Bronchitis', 'fever', 'asthma', 'COPD', 'Pneumonia', 'COPD', 'asthma', 'Bronchitis', 'nausea', 'heart problem']"
09-03-15,"['asthma', 'fever', 'asthma', 'heart problem', 'COPD', 'Pneumonia', 'fever', 'nausea', 'heart problem', 'asthma', 'heart problem', 'heart problem', 'fever', 'asthma', 'COPD', 'COPD', 'COPD', 'nausea', 'heart problem', 'Bronchitis']"
12-03-15,"['asthma', 'Pneumonia', 'asthma', 'Bronchitis', 'fever', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'fever', 'heart problem', 'Pneumonia', 'heart problem', 'asthma', 'fever', 'COPD', 'Pneumonia', 'heart problem', 'Pneumonia', 'COPD']"
16-03-15,"['nausea', 'fever', 'heart problem', 'fever', 'Bronchitis', 'asthma', 'Bronchitis', 'nausea', 'COPD', 'COPD', 'Pneumonia', 'asthma', 'COPD', 'asthma', 'asthma', 'Bronchitis', 'COPD', 'fever', 'fever', 'Bronchitis']"
19-03-15,"['COPD', 'Bronchitis', 'Pneumonia', 'asthma', 'COPD', 'fever', 'COPD', 'Pneumonia', 'asthma', 'Pneumonia', 'heart problem', 'nausea', 'heart problem', 'Bronchitis', 'asthma', 'asthma', 'nausea', 'nausea', 'asthma', 'Pneumonia']"
23-03-15,"['nausea', 'heart problem', 'fever', 'asthma', 'fever', 'nausea', 'fever', 'nausea', 'asthma', 'fever', 'Bronchitis', 'heart problem', 'Pneumonia', 'nausea', 'Pneumonia', 'Pneumonia', 'COPD', 'heart problem', 'fever', 'Pneumonia']"
26-03-15,"['asthma', 'nausea', 'Bronchitis', 'Pneumonia', 'fever', 'Bronchitis', 'Bronchitis', 'fever', 'heart problem', 'COPD', 'Pneumonia', 'COPD', 'fever', 'fever', 'Pneumonia', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'asthma']"
31-03-15,"['Bronchitis', 'Bronchitis', 'Pneumonia', 'nausea', 'fever', 'COPD', 'fever', 'nausea', 'asthma', 'Bronchitis', 'COPD', 'heart problem', 'asthma', 'fever', 'heart problem', 'Pneumonia', 'Pneumonia', 'fever', 'COPD', 'Pneumonia']"
06-04-15,"['nausea', 'COPD', 'heart problem', 'Pneumonia', 'fever', 'Bronchitis', 'heart problem', 'fever', 'Bronchitis', 'Bronchitis', 'COPD', 'nausea', 'fever', 'Pneumonia', 'nausea', 'Pneumonia', 'nausea', 'heart problem', 'Pneumonia', 'asthma']"
08-04-15,"['COPD', 'Bronchitis', 'Bronchitis', 'fever', 'asthma', 'fever', 'asthma', 'fever', 'heart problem', 'nausea', 'fever', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia', 'fever', 'Bronchitis', 'Pneumonia', 'heart problem', 'Bronchitis']"
15-04-15,"['fever', 'COPD', 'COPD', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'nausea', 'asthma', 'fever', 'Bronchitis', 'COPD', 'asthma', 'nausea', 'heart problem', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'fever', 'fever', 'Bronchitis']"
17-04-15,"['COPD', 'fever', 'fever', 'asthma', 'heart problem', 'nausea', 'COPD', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'asthma', 'heart problem', 'Bronchitis', 'asthma', 'COPD', 'asthma', 'Bronchitis', 'Pneumonia', 'Bronchitis', 'Pneumonia']"
20-04-15,"['heart problem', 'fever', 'nausea', 'COPD', 'COPD', 'asthma', 'heart problem', 'asthma', 'asthma', 'nausea', 'nausea', 'Pneumonia', 'Bronchitis', 'heart problem', 'Pneumonia', 'Pneumonia', 'asthma', 'asthma', 'COPD', 'COPD']"
23-04-15,"['COPD', 'fever', 'fever', 'Bronchitis', 'COPD', 'Pneumonia', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia', 'Bronchitis', 'nausea', 'nausea', 'COPD', 'Pneumonia', 'Bronchitis', 'nausea', 'asthma', 'Bronchitis', 'Pneumonia']"
27-04-15,"['COPD', 'Bronchitis', 'asthma', 'asthma', 'asthma', 'COPD', 'COPD', 'asthma', 'fever', 'heart problem', 'Pneumonia', 'Pneumonia', 'Pneumonia', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'COPD', 'fever', 'Bronchitis']"
04-05-15,"['fever', 'nausea', 'Pneumonia', 'fever', 'Pneumonia', 'asthma', 'heart problem', 'Bronchitis', 'nausea', 'fever', 'asthma', 'heart problem', 'COPD', 'asthma', 'fever', 'fever', 'asthma', 'heart problem', 'Pneumonia', 'asthma']"
08-05-15,"['asthma', 'nausea', 'nausea', 'Pneumonia', 'nausea', 'Bronchitis', 'Bronchitis', 'Bronchitis', 'asthma', 'Bronchitis', 'asthma', 'COPD', 'nausea', 'fever', 'asthma', 'Bronchitis', 'heart problem', 'fever', 'Pneumonia', 'COPD']"
12-05-15,"['Bronchitis', 'fever', 'nausea', 'Bronchitis', 'nausea', 'Pneumonia', 'fever', 'Pneumonia', 'heart problem', 'Pneumonia', 'nausea', 'heart problem', 'Bronchitis', 'heart problem', 'heart problem', 'COPD', 'asthma', 'nausea', 'fever', 'fever']"
14-05-15,"['heart problem', 'COPD', 'COPD', 'nausea', 'nausea', 'Bronchitis', 'Bronchitis', 'asthma', 'Bronchitis', 'asthma', 'Pneumonia', 'fever', 'fever', 'heart problem', 'fever', 'Pneumonia', 'fever', 'Pneumonia', 'COPD', 'asthma']"
18-05-15,"['asthma', 'heart problem', 'nausea', 'asthma', 'Bronchitis', 'heart problem', 'fever', 'Bronchitis', 'Bronchitis', 'COPD', 'heart problem', 'heart problem', 'heart problem', 'heart problem', 'Bronchitis', 'asthma', 'heart problem', 'heart problem', 'Pneumonia', 'Pneumonia']"
21-05-15,"['heart problem', 'fever', 'heart problem', 'asthma', 'fever', 'heart problem', 'heart problem', 'asthma', 'Pneumonia', 'Bronchitis', 'asthma', 'Bronchitis', 'asthma', 'fever', 'fever', 'Bronchitis', 'Pneumonia', 'Pneumonia', 'asthma', 'nausea']"
25-05-15,"['asthma', 'Bronchitis', 'nausea', 'nausea', 'fever', 'nausea', 'Pneumonia', 'Pneumonia', 'heart problem', 'nausea', 'nausea', 'COPD', 'asthma', 'asthma', 'asthma', 'fever', 'Pneumonia', 'Bronchitis', 'nausea', 'Bronchitis']"
28-05-15,"['Pneumonia', 'nausea', 'Pneumonia', 'Bronchitis', 'COPD', 'Pneumonia', 'heart problem', 'COPD', 'nausea', 'Pneumonia', 'COPD', 'Pneumonia', 'nausea', 'nausea', 'Bronchitis', 'COPD', 'fever', 'fever', 'Pneumonia', 'heart problem']"
02-06-15,"['fever', 'fever', 'asthma', 'asthma', 'asthma', 'Bronchitis', 'nausea', 'nausea', 'heart problem', 'nausea', 'Pneumonia', 'COPD', 'Bronchitis', 'nausea', 'Pneumonia', 'heart problem', 'fever', 'nausea', 'fever', 'asthma']"
04-06-15,"['nausea', 'nausea', 'Pneumonia', 'COPD', 'Bronchitis', 'asthma', 'Pneumonia', 'fever', 'nausea', 'Bronchitis', 'asthma', 'Bronchitis', 'heart problem', 'nausea', 'Bronchitis', 'heart problem', 'asthma', 'asthma', 'fever', 'asthma']"
08-06-15,"['nausea', 'nausea', 'heart problem', 'Bronchitis', 'asthma', 'asthma', 'asthma', 'Pneumonia', 'Bronchitis', 'COPD', 'Bronchitis', 'nausea', 'Pneumonia', 'heart problem', 'heart problem', 'fever', 'Bronchitis', 'COPD', 'COPD', 'heart problem']"
